Analysis code | Status | Samples | ARC chair from USA | ARC chair from LPC | ARC chair from LPC NEW | Cadi contact from US | Cadi contact LPC | Cadi contact LPC NEW | # of ARC members | # of ARC members form USA | # of ARC members from LPC | # of ARC members from LPC NEW | # of an submitters | # of submitters from USA | # of AN submitters from LPC | # of AN submitters from LPC NEW | # AN authors | # of AN authors from USA | # of  AN authors from LPC | # of  AN authors from LPC NEW | # AN authors LPC fellows | ARC chairs LPC fellow | # ARC members LPC fellows  | # of institutes | # in institutes from USA | # of institutes from LPC | # of institutes from LPC NEW
BPH-10-004 | PUB | Run1 | 1 | 1 | 0 | 1 | 1 | 0 | 4 | 3 | 3 | 1 | 1 | 1 | 1 | 0 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 0
BPH-10-005 | PUB | Run1 | 1 | 0 | 1 | 1 | 1 | 0 | 4 | 3 | 2 | 2 | 1 | 1 | 1 | 1 | 3 | 2 | 2 | 0 | 0 | 0 | 0 | 3 | 2 | 2 | 0
BPH-10-006 | Inactive | Run1 | - | - | - | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BPH-10-007 | PUB | Run1 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 0 | 3 | 0 | 0 | 0 | 16 | 2 | 2 | 0 | 0 | 0 | 0 | 8 | 1 | 1 | 0
BPH-10-008 | PAS-only-PUB | Run1 | 0 | 0 | 0 | 1 | 0 | 0 | 3 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0
BPH-10-009 | PAS-only-PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 0 | 3 | 0 | 0 | 0 | 21 | 0 | 0 | 0 | 0 | 0 | 0 | 9 | 0 | 0 | 0
BPH-10-010 | PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 2 | 2 | 1 | 1 | 0 | 0 | 0 | 5 | 1 | 1 | 0 | 0 | 0 | 0 | 5 | 1 | 1 | 0
BPH-10-011 | SUPERSEDED | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 3 | 3 | 0 | 3 | 0 | 0 | 0 | 7 | 2 | 2 | 2 | 0 | 0 | 0 | 5 | 1 | 1 | 1
BPH-10-012 | SUPERSEDED | Run1 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 23 | 16 | 8 | 8 | 1 | 0 | 0 | 11 | 6 | 5 | 6
BPH-10-013 | PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 3 | 2 | 0 | 1 | 1 | 0 | 0 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 3 | 1 | 0 | 0
BPH-10-014 | PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 6 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 0
BPH-10-015 | PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 5 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 8 | 1 | 1 | 1 | 0 | 0 | 0 | 5 | 1 | 1 | 1
BPH-10-016 | Inactive | Run1 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 6 | 1 | 1 | 1 | 0 | 0 | 0 | 3 | 1 | 1 | 1
BPH-10-017 | Inactive | Run1 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BPH-10-018 | PAS-only-PUB | Run1 | 1 | 0 | 0 | 0 | 0 | 0 | 4 | 3 | 1 | 0 | 1 | 0 | 0 | 0 | 14 | 5 | 5 | 4 | 0 | 0 | 0 | 11 | 4 | 4 | 3
BPH-10-019 | PAS-PUB | Run1 | 0 | 0 | 0 | 1 | 1 | 0 | 4 | 1 | 1 | 1 | 1 | 1 | 1 | 0 | 3 | 2 | 2 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 0
BPH-10-020 | Inactive | Run1 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 0
BPH-11-001 | PUB | Run1 | 0 | 0 | 0 | 1 | 1 | 0 | 5 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 6 | 5 | 5 | 2 | 0 | 0 | 0 | 4 | 3 | 3 | 2
BPH-11-002 | PUB | Run1 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 4 | 4 | 2 | 1 | 0 | 0 | 0 | 6 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 0
BPH-11-003 | PAS-only-PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 5 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 5 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0
BPH-11-004 | Completed | Run1 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 3 | 2 | 2 | 0 | 0 | 0 | 0 | 3 | 2 | 2 | 0
BPH-11-005 | SUPERSEDED | Run1 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
BPH-11-006 | PAS-only-PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 4 | 1 | 0 | 0 | 0 | 0 | 0 | 4 | 1 | 0 | 0
BPH-11-007 | PUB | Run1 | 0 | 0 | 0 | 1 | 1 | 0 | 5 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 3 | 3 | 3 | 0 | 0 | 0 | 0 | 2 | 2 | 2 | 0
BPH-11-008 | Inactive | Run1 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BPH-11-009 | PUB | Run1 | 0 | 0 | 0 | 1 | 0 | 0 | 5 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
BPH-11-010 | PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0
BPH-11-011 | PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 5 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 17 | 5 | 5 | 4 | 0 | 0 | 0 | 13 | 4 | 4 | 3
BPH-11-012 | Thesis-Approved | Run1 | 0 | 0 | 0 | 1 | 0 | 0 | 4 | 2 | 2 | 0 | 1 | 1 | 1 | 1 | 23 | 16 | 8 | 8 | 1 | 0 | 0 | 11 | 6 | 5 | 6
BPH-11-013 | PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 5 | 1 | 1 | 0 | 2 | 2 | 2 | 0 | 4 | 2 | 2 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 0
BPH-11-014 | SUPERSEDED | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 0 | 2 | 0 | 0 | 0 | 6 | 2 | 2 | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 0
BPH-11-015 | SUPERSEDED | Run1 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BPH-11-016 | PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 5 | 3 | 2 | 0 | 1 | 0 | 0 | 0 | 4 | 1 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0
BPH-11-017 | PAS-only-PUB | Run1 | 1 | 1 | 0 | 0 | 0 | 0 | 5 | 4 | 4 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
BPH-11-018 | Thesis-Approved | Run1 | - | - | - | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 3 | 3 | 3 | 2 | 0 | 0 | 0 | 1 | 1 | 1 | 1
BPH-11-019 | SUPERSEDED | Run1 | 1 | 1 | 0 | 0 | 0 | 0 | 3 | 3 | 3 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BPH-11-020 | PUB | Run1 | 1 | 1 | 0 | 0 | 0 | 0 | 5 | 5 | 5 | 2 | 1 | 0 | 0 | 0 | 4 | 1 | 1 | 0 | 0 | 0 | 0 | 3 | 1 | 1 | 0
BPH-11-021 | PUB | Run1 | 0 | 0 | 0 | 1 | 0 | 0 | 5 | 2 | 2 | 0 | 4 | 2 | 1 | 0 | 24 | 15 | 11 | 1 | 0 | 0 | 0 | 10 | 6 | 4 | 1
BPH-11-022 | PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 5 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 11 | 1 | 0 | 0 | 0 | 0 | 0 | 9 | 1 | 0 | 0
BPH-11-023 | PUB | Run1 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 3 | 2 | 1 | 4 | 0 | 0 | 0 | 14 | 4 | 4 | 0 | 0 | 0 | 0 | 7 | 2 | 2 | 0
BPH-11-024 | Planned | Run1 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BPH-11-025 | SUPERSEDED | Run1 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
BPH-11-026 | PUB | Run1 | 0 | 0 | 0 | 1 | 1 | 1 | 5 | 2 | 2 | 2 | 3 | 2 | 2 | 2 | 30 | 19 | 19 | 8 | 0 | 0 | 0 | 9 | 5 | 5 | 2
BPH-12-001 | PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 5 | 3 | 2 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
BPH-12-002 | Thesis-Approved | Run1 | - | - | - | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BPH-12-003 | Inactive | Run1 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BPH-12-004 | SUPERSEDED | Run1 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BPH-12-005 | Completed | Run1 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 4 | 4 | 2 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
BPH-12-006 | PUB | Run1 | 1 | 0 | 0 | 1 | 1 | 1 | 4 | 2 | 1 | 1 | 2 | 1 | 1 | 0 | 6 | 3 | 3 | 1 | 0 | 0 | 1 | 5 | 2 | 2 | 1
BPH-12-007 | Inactive | Run1 | - | - | - | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0
BPH-12-008 | Free | Run1 | - | - | - | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BPH-12-009 | PAS-only-PUB | Run1 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 4 | 4 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BPH-12-010 | SUPERSEDED | Run1 | 1 | 1 | 1 | 0 | 0 | 0 | 5 | 5 | 4 | 2 | 2 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
BPH-12-011 | PUB | Run1 | 1 | 1 | 1 | 0 | 0 | 0 | 5 | 2 | 2 | 2 | 1 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
BPH-13-001 | AWG | Run1 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 0 | 18 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
BPH-13-002 | PRE-APP | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 6 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0
BPH-13-003 | PUB | Run1 | 1 | 1 | 1 | 0 | 0 | 0 | 4 | 3 | 3 | 2 | 4 | 0 | 0 | 0 | 15 | 4 | 4 | 0 | 0 | 0 | 0 | 7 | 2 | 2 | 0
BPH-13-004 | PUB | Run1 | 1 | 1 | 1 | 0 | 0 | 0 | 5 | 4 | 4 | 2 | 3 | 0 | 0 | 0 | 15 | 3 | 3 | 2 | 0 | 0 | 0 | 9 | 3 | 3 | 2
BPH-13-005 | PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 5 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 6 | 1 | 1 | 0 | 0 | 0 | 0 | 5 | 1 | 1 | 0
BPH-13-006 | Inactive | Run1 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BPH-13-007 | PUB | Run1 | 1 | 1 | 1 | 0 | 0 | 0 | 4 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
BPH-13-008 | PRE-APP | Run1 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 3 | 2 | 0 | 5 | 0 | 0 | 0 | 13 | 0 | 0 | 0 | 0 | 0 | 0 | 5 | 0 | 0 | 0
BPH-13-009 | PUB | Run1 | 0 | 0 | 0 | 1 | 1 | 1 | 5 | 2 | 2 | 1 | 1 | 1 | 1 | 1 | 17 | 14 | 14 | 9 | 0 | 0 | 0 | 7 | 4 | 4 | 2
BPH-13-010 | PUB | Run1 | 1 | 1 | 1 | 0 | 0 | 0 | 5 | 3 | 2 | 2 | 2 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
BPH-13-011 | Started | Run1 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
BPH-13-012 | PUB | Run1 | 1 | 1 | 1 | 0 | 0 | 0 | 6 | 3 | 3 | 2 | 4 | 0 | 0 | 0 | 9 | 1 | 0 | 0 | 0 | 0 | 0 | 6 | 1 | 0 | 0
BPH-14-001 | PUB | Run1 | 1 | 0 | 0 | 0 | 0 | 0 | 5 | 2 | 1 | 1 | 3 | 0 | 0 | 0 | 11 | 4 | 4 | 0 | 0 | 0 | 0 | 7 | 2 | 2 | 0
BPH-14-002 | PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
BPH-14-003 | Started | Run1 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BPH-14-004 | Thesis-Approved | Run1 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
BPH-14-005 | Started | Run1 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0
BPH-14-006 | ARC-GreenLight | Run1 | 0 | 0 | 0 | 1 | 1 | 1 | 5 | 2 | 1 | 0 | 4 | 3 | 2 | 3 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
BPH-14-007 | AWG | Run1 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BPH-14-008 | RefComments | Run1 | 1 | 0 | 1 | 1 | 1 | 0 | 5 | 3 | 1 | 2 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
BPH-14-009 | PAS-PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
BPH-14-010 | AWG | Run1 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0
BPH-15-001 | PRE-APP | Run1 | 1 | 1 | 1 | 0 | 0 | 0 | 4 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 13 | 2 | 2 | 0 | 0 | 0 | 0 | 5 | 2 | 2 | 0
BPH-15-002 | PAS-PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 8 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0
BPH-15-003 | AWG | Run1 | 0 | 0 | 0 | 1 | 1 | 1 | 4 | 1 | 1 | 0 | 1 | 1 | 1 | 1 | 2 | 2 | 2 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 1
BPH-15-004 | ReSubmitted | Run2 | 0 | 0 | 0 | 0 | 0 | 0 | 5 | 4 | 3 | 4 | 2 | 0 | 0 | 0 | 11 | 7 | 3 | 1 | 0 | 0 | 0 | 7 | 3 | 2 | 1
BPH-15-005 | PAS-PUB | Run2 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 1 | 3 | 0 | 0 | 0 | 10 | 1 | 1 | 1 | 0 | 0 | 0 | 5 | 1 | 1 | 1
BPH-15-006 | Inactive | Run2 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BPH-15-007 | Thesis-Approved | Run1 | - | - | - | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
BPH-15-008 | ARC-GreenLight | Run1 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 7 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 0
BPH-15-009 | PRE-APP | Run1 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 1 | 1 | 0 | 0 | 0 | 9 | 1 | 1 | 0 | 0 | 0 | 0 | 6 | 1 | 1 | 0
BPH-16-001 | AWG | Run2 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 3 | 3 | 3 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0
BPH-16-002 | PAS-PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 6 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0
BPH-16-003 | AWG | Run1 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
BPH-16-004 | AWG | Run2 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0
BTV-07-001 | PAS-only-PUB | Run1 | 1 | 1 | 0 | 1 | 1 | 1 | 3 | 1 | 1 | 0 | 1 | 1 | 1 | 1 | 6 | 3 | 3 | 3 | 0 | 0 | 0 | 5 | 3 | 3 | 3
BTV-07-002 | PAS-only-PUB | Run1 | 1 | 1 | 0 | 0 | 0 | 0 | 3 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 4 | 1 | 1 | 1 | 0 | 0 | 0 | 3 | 1 | 1 | 1
BTV-07-003 | PAS-only-PUB | Run1 | 1 | 1 | 0 | 0 | 0 | 0 | 3 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 0
BTV-09-001 | PAS-only-PUB | Run1 | 1 | 1 | 1 | 0 | 0 | 0 | 3 | 2 | 2 | 1 | 1 | 0 | 0 | 0 | 7 | 1 | 1 | 0 | 1 | 0 | 0 | 6 | 1 | 1 | 0
BTV-09-002 | Inactive | Run1 | 0 | 0 | 0 | 1 | 1 | 0 | 3 | 2 | 2 | 1 | 1 | 1 | 1 | 0 | 2 | 2 | 2 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 1
BTV-10-001 | PAS-only-PUB | Run1 | 1 | 1 | 1 | 1 | 1 | 0 | 4 | 2 | 1 | 1 | 3 | 1 | 1 | 0 | 11 | 4 | 3 | 0 | 1 | 0 | 0 | 10 | 4 | 3 | 0
BTV-11-001 | SUPERSEDED | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 2 | 2 | 0 | 7 | 3 | 3 | 1 | 39 | 20 | 19 | 11 | 2 | 0 | 0 | 26 | 13 | 12 | 8
BTV-11-002 | SUPERSEDED | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 2 | 2 | 1 | 1 | 0 | 0 | 0 | 14 | 4 | 4 | 2 | 2 | 0 | 0 | 12 | 3 | 3 | 2
BTV-11-003 | PAS-only-PUB | Run1 | 1 | 1 | 0 | 1 | 1 | 1 | 3 | 3 | 3 | 1 | 4 | 1 | 1 | 0 | 13 | 3 | 3 | 1 | 0 | 0 | 0 | 7 | 1 | 1 | 1
BTV-11-004 | PAS-only-PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 0 | 5 | 1 | 1 | 0 | 46 | 17 | 16 | 10 | 4 | 0 | 0 | 22 | 9 | 8 | 6
BTV-12-001 | PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 5 | 3 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BTV-13-001 | PAS-only-PUB | Run1 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 0 | 10 | 1 | 1 | 1 | 73 | 22 | 21 | 13 | 6 | 0 | 0 | 32 | 12 | 11 | 8
BTV-13-002 | SUPERSEDED | Run1 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
BTV-15-001 | PAS-only-PUB | Run2 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 48 | 9 | 9 | 7 | 3 | 0 | 0 | 20 | 4 | 4 | 3
BTV-15-002 | PAS-only-PUB | Run2 | 0 | 0 | 0 | 1 | 1 | 1 | 4 | 1 | 1 | 1 | 2 | 2 | 2 | 2 | 9 | 6 | 6 | 5 | 2 | 0 | 0 | 6 | 3 | 3 | 3
BTV-16-001 | PAS-only-PUB | Run2 | 0 | 0 | 0 | 1 | 1 | 1 | 4 | 0 | 0 | 0 | 3 | 1 | 1 | 1 | 7 | 3 | 3 | 3 | 0 | 0 | 0 | 4 | 1 | 1 | 1
BTV-16-002 | Started | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 4 | 2 | 2 | 2 | 6 | 3 | 3 | 3 | 0 | 0 | 0 | 4 | 1 | 1 | 1
CFT-09-001 | PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 3 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
CFT-09-002 | PUB | Run1 | 1 | 1 | 1 | 0 | 0 | 0 | 4 | 2 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
CFT-09-003 | PUB | Run1 | 0 | 0 | 0 | 1 | 1 | 1 | 4 | 3 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
CFT-09-004 | PUB | Run1 | 0 | 0 | 0 | 1 | 1 | 0 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
CFT-09-005 | PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
CFT-09-006 | PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
CFT-09-007 | PUB | Run1 | 1 | 1 | 0 | 1 | 1 | 1 | 3 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
CFT-09-008 | PUB | Run1 | 1 | 0 | 1 | 1 | 1 | 0 | 3 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
CFT-09-009 | PUB | Run1 | 1 | 1 | 0 | 1 | 1 | 0 | 3 | 2 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
CFT-09-010 | PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
