Analysis code | Status | ARC chair from USA | ARC chair from LPC | Cadi contact from US | Cadi contact LPC | # of ARC members | # of ARC members form USA | # of ARC members from LPC | # of an submitters | # of submitters from USA | # of AN submitters from LPC | # AN authors | # of AN authors from USA | # of  AN authors from LPC | # of institutes | # in institutes from USA | # of institutes from LPC
EXO-10-002 | PUB | 0 | 0 | 1 | 1 | 4 | 2 | 1 | 1 | 1 | 1 | 12 | 6 | 6 | 8 | 3 | 3
EXO-10-003 | PUB | 0 | 0 | 1 | 1 | 4 | 1 | 1 | 1 | 1 | 1 | 8 | 6 | 2 | 5 | 3 | 2
EXO-10-004 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 2 | 0 | 0 | 18 | 4 | 3 | 10 | 4 | 3
EXO-10-005 | PUB | 1 | 1 | 1 | 0 | 3 | 1 | 1 | 1 | 1 | 0 | 5 | 2 | 0 | 5 | 2 | 0
EXO-10-006 | PUB | 1 | 1 | 1 | 0 | 4 | 2 | 2 | 1 | 0 | 0 | 5 | 2 | 0 | 5 | 2 | 0
EXO-10-007 | PUB | 1 | 1 | 1 | 0 | 4 | 1 | 1 | 1 | 1 | 0 | 4 | 2 | 1 | 3 | 2 | 1
EXO-10-008 | SUPERSEDED | 1 | 1 | 1 | 1 | 4 | 1 | 1 | 1 | 1 | 1 | 5 | 5 | 4 | 4 | 4 | 3
EXO-10-009 | PUB | - | - | 1 | 1 | 0 | 0 | 0 | 2 | 1 | 1 | 11 | 6 | 6 | 6 | 2 | 2
EXO-10-010 | PUB | 1 | 0 | 1 | 1 | 3 | 2 | 1 | 1 | 1 | 1 | 19 | 10 | 9 | 17 | 9 | 8
EXO-10-011 | PUB | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
EXO-10-012 | SUPERSEDED | 0 | 0 | 0 | 0 | 4 | 2 | 0 | 1 | 0 | 0 | 17 | 3 | 3 | 8 | 3 | 3
EXO-10-013 | PUB | 0 | 0 | 0 | 0 | 4 | 2 | 0 | 3 | 1 | 1 | 52 | 23 | 21 | 22 | 12 | 10
EXO-10-014 | PUB | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 1 | 0 | 0 | 11 | 3 | 3 | 7 | 3 | 3
EXO-10-015 | PUB | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 1 | 0 | 0 | 8 | 1 | 0 | 3 | 1 | 0
EXO-10-016 | PUB | 1 | 0 | 0 | 0 | 4 | 3 | 2 | 2 | 0 | 0 | 8 | 3 | 3 | 5 | 2 | 2
EXO-10-017 | PUB | 0 | 0 | 1 | 1 | 4 | 2 | 2 | 1 | 1 | 1 | 3 | 2 | 2 | 2 | 1 | 1
EXO-10-018 | PUB | 1 | 0 | 0 | 0 | 3 | 2 | 1 | 1 | 0 | 0 | 8 | 1 | 1 | 4 | 1 | 1
EXO-10-019 | PAS-only-PUB | 1 | 1 | 0 | 0 | 3 | 1 | 1 | 1 | 1 | 0 | 4 | 4 | 2 | 4 | 4 | 2
EXO-10-020 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 1 | 0 | 0 | 5 | 0 | 0 | 3 | 0 | 0
EXO-10-021 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 2 | 1 | 1 | 0 | 0 | 8 | 0 | 0 | 4 | 0 | 0
EXO-10-022 | PAS-only-PUB | 0 | 0 | 1 | 1 | 3 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0
EXO-10-023 | SUPERSEDED | - | - | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0
EXO-10-024 | PAS-only-PUB | 0 | 0 | 1 | 1 | 3 | 0 | 0 | 1 | 1 | 1 | 22 | 20 | 19 | 5 | 4 | 3
EXO-10-025 | PAS-only-PUB | 0 | 0 | 1 | 1 | 4 | 1 | 1 | 1 | 1 | 1 | 10 | 7 | 7 | 3 | 2 | 2
EXO-10-026 | PUB | 1 | 1 | 1 | 1 | 3 | 1 | 1 | 1 | 1 | 1 | 3 | 3 | 3 | 4 | 3 | 3
EXO-11-001 | PUB | 0 | 0 | 1 | 1 | 4 | 1 | 0 | 1 | 0 | 0 | 7 | 4 | 4 | 5 | 2 | 2
EXO-11-002 | SUPERSEDED | 1 | 1 | 0 | 0 | 4 | 2 | 2 | 2 | 2 | 2 | 23 | 7 | 7 | 4 | 2 | 2
EXO-11-003 | PUB | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0
EXO-11-004 | SUPERSEDED | 1 | 1 | 1 | 1 | 4 | 3 | 3 | 4 | 1 | 1 | 26 | 12 | 9 | 14 | 7 | 5
EXO-11-005 | PUB | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 2 | 0 | 0 | 17 | 0 | 0 | 3 | 0 | 0
EXO-11-006 | PUB | 1 | 1 | 1 | 1 | 5 | 4 | 3 | 1 | 1 | 1 | 9 | 7 | 7 | 6 | 4 | 4
EXO-11-007 | SUPERSEDED | - | - | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
EXO-11-008 | PAS-only-PUB | 0 | 0 | 1 | 1 | 4 | 1 | 1 | 1 | 1 | 1 | 5 | 1 | 1 | 5 | 1 | 1
EXO-11-009 | PUB | 0 | 0 | 1 | 1 | 3 | 1 | 0 | 1 | 1 | 1 | 7 | 6 | 6 | 3 | 2 | 2
EXO-11-010 | PUB | 1 | 1 | 1 | 1 | 5 | 3 | 3 | 1 | 1 | 1 | 4 | 3 | 3 | 2 | 1 | 1
EXO-11-011 | Inactive | 1 | 1 | 1 | 1 | 4 | 3 | 2 | 1 | 1 | 1 | 6 | 4 | 3 | 3 | 2 | 1
EXO-11-012 | Completed | 0 | 0 | 1 | 0 | 3 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0
EXO-11-013 | PUB | 1 | 1 | 1 | 1 | 4 | 3 | 2 | 1 | 1 | 1 | 3 | 3 | 3 | 2 | 2 | 2
EXO-11-014 | Completed | - | - | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 25 | 17 | 8 | 11 | 6 | 5
EXO-11-015 | PUB | 1 | 0 | 1 | 1 | 4 | 2 | 1 | 2 | 1 | 1 | 20 | 4 | 4 | 7 | 2 | 2
EXO-11-016 | PUB | 0 | 0 | 1 | 1 | 5 | 2 | 1 | 1 | 1 | 1 | 8 | 7 | 7 | 6 | 5 | 5
EXO-11-017 | PUB | 0 | 0 | 1 | 1 | 5 | 3 | 2 | 1 | 0 | 0 | 7 | 4 | 4 | 5 | 2 | 2
EXO-11-018 | SUPERSEDED | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
EXO-11-019 | PUB | 0 | 0 | 0 | 0 | 5 | 3 | 1 | 4 | 1 | 1 | 99 | 46 | 42 | 22 | 11 | 9
EXO-11-020 | PUB | 0 | 0 | 1 | 1 | 4 | 2 | 2 | 2 | 0 | 0 | 16 | 10 | 6 | 5 | 3 | 2
EXO-11-021 | Completed | 0 | 0 | 1 | 1 | 4 | 2 | 2 | 1 | 1 | 1 | 3 | 2 | 2 | 2 | 1 | 1
EXO-11-022 | PUB | 0 | 0 | 0 | 0 | 5 | 2 | 2 | 1 | 0 | 0 | 19 | 8 | 5 | 13 | 6 | 4
EXO-11-023 | SUPERSEDED | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
EXO-11-024 | PUB | 0 | 0 | 0 | 0 | 5 | 1 | 1 | 4 | 0 | 0 | 14 | 2 | 2 | 8 | 2 | 2
EXO-11-025 | PUB | 0 | 0 | 1 | 1 | 5 | 3 | 3 | 1 | 1 | 1 | 35 | 26 | 25 | 12 | 6 | 5
EXO-11-026 | PAS-only-PUB | 0 | 0 | 1 | 1 | 4 | 2 | 1 | 2 | 2 | 2 | 19 | 12 | 12 | 9 | 5 | 5
EXO-11-027 | SUPERSEDED | 1 | 1 | 1 | 1 | 5 | 3 | 2 | 1 | 1 | 1 | 3 | 2 | 1 | 3 | 2 | 1
EXO-11-028 | PUB | 1 | 1 | 1 | 0 | 5 | 3 | 2 | 1 | 1 | 0 | 6 | 6 | 2 | 2 | 2 | 1
EXO-11-029 | Inactive | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
EXO-11-030 | PUB | 1 | 1 | 1 | 1 | 5 | 3 | 3 | 2 | 2 | 2 | 4 | 2 | 2 | 3 | 1 | 1
EXO-11-031 | PUB | 1 | 1 | 1 | 1 | 5 | 2 | 2 | 1 | 1 | 1 | 18 | 7 | 5 | 12 | 4 | 3
EXO-11-032 | Inactive | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
EXO-11-033 | SUPERSEDED | 1 | 0 | 0 | 0 | 4 | 4 | 2 | 1 | 0 | 0 | 3 | 1 | 1 | 4 | 1 | 1
EXO-11-034 | PUB | 1 | 0 | 0 | 0 | 5 | 4 | 2 | 1 | 0 | 0 | 6 | 2 | 2 | 4 | 1 | 1
EXO-11-035 | PUB | 1 | 1 | 0 | 0 | 5 | 3 | 3 | 2 | 0 | 0 | 7 | 1 | 1 | 3 | 1 | 1
EXO-11-036 | PUB | 1 | 1 | 0 | 0 | 5 | 3 | 3 | 2 | 0 | 0 | 16 | 0 | 0 | 3 | 0 | 0
EXO-11-037 | SUPERSEDED | 1 | 1 | 0 | 0 | 3 | 1 | 1 | 1 | 1 | 0 | 3 | 3 | 2 | 3 | 3 | 2
EXO-11-038 | PUB | 1 | 1 | 1 | 1 | 3 | 1 | 1 | 2 | 2 | 1 | 6 | 6 | 5 | 7 | 6 | 5
EXO-11-039 | SUPERSEDED | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 1 | 0 | 0 | 4 | 0 | 0 | 3 | 0 | 0
EXO-11-040 | SUPERSEDED | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 1 | 0 | 0 | 4 | 0 | 0 | 2 | 0 | 0
EXO-11-041 | PUB | 1 | 0 | 1 | 1 | 5 | 2 | 1 | 2 | 2 | 2 | 18 | 11 | 11 | 9 | 4 | 4
EXO-11-042 | Inactive | - | - | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
EXO-11-043 | PAS-only-PUB | 1 | 0 | 0 | 0 | 4 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0
EXO-11-044 | Inactive | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
EXO-11-045 | SUPERSEDED | 1 | 1 | 1 | 1 | 6 | 3 | 3 | 3 | 3 | 3 | 40 | 34 | 34 | 5 | 3 | 3
EXO-11-046 | SUPERSEDED | 0 | 0 | 1 | 1 | 4 | 1 | 1 | 1 | 1 | 1 | 10 | 9 | 7 | 4 | 3 | 2
EXO-11-047 | Inactive | - | - | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
EXO-11-048 | SUPERSEDED | - | - | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 9 | 0 | 0 | 4 | 0 | 0
EXO-11-049 | Inactive | 0 | 0 | 1 | 1 | 4 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
EXO-11-050 | PUB | 1 | 1 | 1 | 1 | 5 | 4 | 3 | 2 | 2 | 2 | 48 | 46 | 44 | 5 | 4 | 3
EXO-11-051 | SUPERSEDED | 0 | 0 | 1 | 1 | 4 | 3 | 2 | 3 | 2 | 2 | 47 | 27 | 25 | 14 | 7 | 6
EXO-11-052 | Inactive | - | - | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
EXO-11-053 | Inactive | - | - | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
EXO-11-054 | SUPERSEDED | 1 | 1 | 0 | 0 | 4 | 3 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0
EXO-11-055 | SUPERSEDED | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 1 | 0 | 0 | 7 | 4 | 4 | 3 | 2 | 2
EXO-11-056 | PUB | 0 | 0 | 1 | 1 | 5 | 4 | 4 | 1 | 1 | 1 | 9 | 4 | 4 | 7 | 4 | 4
EXO-11-057 | Inactive | - | - | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
EXO-11-058 | SUPERSEDED | 1 | 1 | 1 | 1 | 4 | 3 | 2 | 2 | 2 | 2 | 31 | 19 | 19 | 12 | 6 | 6
EXO-11-059 | PUB | 0 | 0 | 1 | 1 | 5 | 2 | 2 | 2 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 0
EXO-11-060 | PUB | 0 | 0 | 1 | 1 | 5 | 1 | 0 | 1 | 0 | 0 | 7 | 4 | 4 | 5 | 2 | 2
EXO-11-061 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0
EXO-11-062 | SUPERSEDED | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
EXO-11-063 | Inactive | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
EXO-11-064 | Inactive | - | - | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
EXO-11-065 | PUB | 1 | 1 | 1 | 1 | 4 | 3 | 2 | 1 | 1 | 1 | 24 | 23 | 22 | 5 | 4 | 3
EXO-11-066 | PAS-only-PUB | 1 | 0 | 0 | 0 | 5 | 2 | 1 | 2 | 1 | 1 | 11 | 2 | 2 | 3 | 1 | 1
EXO-11-067 | PUB | 1 | 1 | 1 | 0 | 6 | 3 | 3 | 1 | 1 | 0 | 5 | 4 | 2 | 5 | 4 | 2
EXO-11-068 | PAS-only-PUB | 1 | 0 | 1 | 1 | 4 | 3 | 2 | 1 | 1 | 0 | 4 | 3 | 2 | 3 | 2 | 1
EXO-11-069 | Inactive | - | - | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
EXO-11-070 | Inactive | - | - | 1 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 3 | 3 | 3 | 1 | 1 | 1
EXO-11-071 | PUB | 0 | 0 | 1 | 1 | 5 | 3 | 3 | 1 | 1 | 1 | 7 | 2 | 2 | 4 | 1 | 1
EXO-11-072 | Inactive | - | - | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
EXO-11-073 | PUB | 0 | 0 | 0 | 0 | 5 | 2 | 2 | 1 | 0 | 0 | 8 | 0 | 0 | 2 | 0 | 0
EXO-11-074 | PUB | 0 | 0 | 1 | 1 | 4 | 3 | 3 | 1 | 1 | 1 | 5 | 3 | 3 | 3 | 2 | 2
EXO-11-075 | PAS-only-PUB | 0 | 0 | 1 | 1 | 4 | 0 | 0 | 1 | 1 | 1 | 8 | 4 | 4 | 5 | 2 | 2
EXO-11-076 | PUB | 1 | 1 | 1 | 0 | 5 | 3 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
EXO-11-077 | SUPERSEDED | - | - | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
EXO-11-078 | SUPERSEDED | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 1 | 0 | 0 | 3 | 0 | 0 | 2 | 0 | 0
EXO-11-079 | Inactive | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
EXO-11-080 | Inactive | - | - | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
EXO-11-081 | PAS-only-PUB | 0 | 0 | 1 | 1 | 4 | 3 | 2 | 1 | 1 | 1 | 3 | 2 | 2 | 3 | 2 | 2
EXO-11-082 | Inactive | - | - | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
EXO-11-083 | Inactive | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
EXO-11-084 | Inactive | - | - | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
EXO-11-085 | SUPERSEDED | 1 | 1 | 1 | 1 | 4 | 3 | 3 | 1 | 1 | 1 | 10 | 4 | 4 | 5 | 2 | 2
EXO-11-086 | SUPERSEDED | 0 | 0 | 1 | 1 | 4 | 1 | 1 | 1 | 1 | 1 | 7 | 4 | 4 | 7 | 4 | 4
EXO-11-087 | PUB | 0 | 0 | 0 | 0 | 5 | 2 | 2 | 3 | 0 | 0 | 11 | 0 | 0 | 4 | 0 | 0
EXO-11-088 | SUPERSEDED | 0 | 0 | 1 | 1 | 4 | 1 | 1 | 1 | 1 | 1 | 9 | 9 | 8 | 5 | 5 | 4
EXO-11-089 | Inactive | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
EXO-11-090 | PAS-only-PUB | 1 | 1 | 1 | 1 | 4 | 3 | 3 | 1 | 1 | 1 | 3 | 4 | 4 | 2 | 2 | 2
EXO-11-091 | PUB | 1 | 1 | 1 | 1 | 5 | 3 | 2 | 2 | 1 | 1 | 17 | 7 | 7 | 4 | 2 | 2
EXO-11-092 | PAS-only-PUB | 1 | 0 | 1 | 1 | 4 | 3 | 1 | 1 | 1 | 1 | 9 | 5 | 5 | 4 | 2 | 2
EXO-11-093 | PAS-only-PUB | 1 | 0 | 1 | 1 | 4 | 3 | 1 | 1 | 1 | 1 | 9 | 5 | 5 | 4 | 2 | 2
EXO-11-094 | PUB | 0 | 0 | 1 | 1 | 4 | 2 | 2 | 1 | 0 | 0 | 11 | 3 | 3 | 10 | 3 | 3
EXO-11-095 | PUB | 0 | 0 | 0 | 0 | 5 | 2 | 2 | 1 | 0 | 0 | 9 | 4 | 4 | 5 | 2 | 2
EXO-11-096 | PUB | 1 | 1 | 1 | 1 | 5 | 5 | 4 | 3 | 3 | 3 | 50 | 31 | 31 | 13 | 7 | 7
EXO-11-097 | Inactive | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
EXO-11-098 | PUB | 1 | 1 | 0 | 0 | 5 | 4 | 3 | 1 | 0 | 0 | 2 | 0 | 0 | 2 | 0 | 0
EXO-11-099 | PUB | 0 | 0 | 1 | 1 | 5 | 4 | 3 | 2 | 2 | 2 | 27 | 17 | 16 | 13 | 7 | 6
EXO-11-100 | Inactive | - | - | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
EXO-11-101 | PUB | 1 | 1 | 1 | 1 | 4 | 4 | 4 | 1 | 0 | 0 | 15 | 9 | 8 | 10 | 5 | 4
EXO-11-102 | PUB | 0 | 0 | 1 | 1 | 4 | 2 | 1 | 1 | 0 | 0 | 6 | 3 | 3 | 5 | 2 | 2
EXO-12-001 | PUB | 1 | 0 | 1 | 1 | 5 | 3 | 2 | 3 | 3 | 2 | 20 | 18 | 15 | 9 | 8 | 6
EXO-12-002 | PUB | 1 | 1 | 0 | 0 | 5 | 1 | 1 | 2 | 2 | 2 | 12 | 5 | 5 | 7 | 3 | 3
EXO-12-003 | SUPERSEDED | 1 | 1 | 1 | 1 | 4 | 2 | 2 | 1 | 1 | 1 | 2 | 1 | 1 | 3 | 1 | 1
EXO-12-004 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 3 | 3 | 1 | 0 | 0 | 8 | 3 | 3 | 3 | 2 | 2
EXO-12-005 | Inactive | 1 | 1 | 1 | 1 | 4 | 2 | 2 | 1 | 1 | 1 | 6 | 4 | 4 | 3 | 2 | 2
EXO-12-006 | Inactive | - | - | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
EXO-12-007 | PUB | 1 | 1 | 1 | 1 | 5 | 4 | 4 | 1 | 1 | 1 | 3 | 3 | 3 | 1 | 1 | 1
EXO-12-008 | Thesis-Approved | - | - | 1 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 2 | 1 | 2 | 2 | 1
EXO-12-009 | PUB | 0 | 0 | 1 | 1 | 5 | 2 | 2 | 1 | 1 | 1 | 8 | 4 | 3 | 6 | 3 | 2
EXO-12-010 | PUB | 0 | 0 | 0 | 0 | 5 | 1 | 1 | 4 | 0 | 0 | 28 | 1 | 1 | 6 | 1 | 1
EXO-12-011 | PUB | 1 | 1 | 0 | 0 | 5 | 2 | 2 | 2 | 0 | 0 | 15 | 3 | 3 | 9 | 2 | 2
EXO-12-012 | PUB | 1 | 1 | 1 | 1 | 5 | 3 | 2 | 1 | 1 | 1 | 3 | 3 | 3 | 1 | 1 | 1
EXO-12-013 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 1 | 0 | 0 | 3 | 0 | 0 | 2 | 0 | 0
EXO-12-014 | PUB | 0 | 0 | 0 | 0 | 5 | 4 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
EXO-12-015 | PUB | 0 | 0 | 0 | 0 | 5 | 4 | 3 | 3 | 1 | 1 | 35 | 12 | 9 | 15 | 7 | 5
EXO-12-016 | PUB | 0 | 0 | 0 | 0 | 5 | 3 | 3 | 2 | 0 | 0 | 21 | 8 | 8 | 13 | 5 | 5
EXO-12-017 | SUPERSEDED | 1 | 1 | 1 | 1 | 3 | 2 | 1 | 2 | 2 | 2 | 13 | 11 | 11 | 3 | 2 | 2
EXO-12-018 | SUPERSEDED | 1 | 1 | 1 | 1 | 4 | 3 | 2 | 1 | 1 | 1 | 9 | 9 | 9 | 5 | 5 | 5
EXO-12-019 | Planned | - | - | 1 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 2 | 2 | 2 | 1 | 1 | 1
EXO-12-020 | PAS-only-PUB | 0 | 0 | 1 | 1 | 4 | 2 | 1 | 1 | 1 | 1 | 4 | 3 | 3 | 3 | 2 | 2
EXO-12-021 | PAS-only-PUB | 1 | 0 | 1 | 1 | 4 | 2 | 1 | 2 | 1 | 1 | 16 | 3 | 3 | 11 | 2 | 2
EXO-12-022 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0
EXO-12-023 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 1 | 0 | 0 | 10 | 4 | 4 | 6 | 3 | 3
EXO-12-024 | PUB | 0 | 0 | 0 | 0 | 5 | 2 | 2 | 1 | 0 | 0 | 9 | 4 | 4 | 6 | 3 | 3
EXO-12-025 | PUB | 0 | 0 | 1 | 1 | 5 | 2 | 2 | 1 | 1 | 1 | 8 | 4 | 4 | 5 | 3 | 3
EXO-12-026 | PUB | 1 | 1 | 0 | 0 | 5 | 4 | 4 | 1 | 0 | 0 | 15 | 9 | 6 | 8 | 4 | 3
EXO-12-027 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 1 | 0 | 0 | 6 | 0 | 0 | 3 | 0 | 0
EXO-12-028 | SUPERSEDED | 1 | 0 | 0 | 0 | 4 | 3 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0
EXO-12-029 | SUPERSEDED | - | - | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0
EXO-12-030 | PAS-only-PUB | 1 | 1 | 1 | 1 | 4 | 3 | 2 | 1 | 1 | 1 | 2 | 1 | 1 | 2 | 1 | 1
EXO-12-031 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 1 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 0
EXO-12-032 | PUB | 1 | 1 | 0 | 0 | 5 | 3 | 2 | 1 | 0 | 0 | 5 | 2 | 2 | 5 | 2 | 2
EXO-12-033 | PAS-PUB | 1 | 1 | 0 | 0 | 4 | 3 | 3 | 1 | 0 | 0 | 3 | 0 | 0 | 2 | 0 | 0
EXO-12-034 | PUB | 1 | 1 | 1 | 1 | 5 | 4 | 4 | 1 | 1 | 1 | 3 | 3 | 3 | 2 | 2 | 2
EXO-12-035 | PAS-only-PUB | 1 | 1 | 1 | 1 | 4 | 2 | 2 | 1 | 1 | 1 | 5 | 4 | 4 | 2 | 1 | 1
EXO-12-036 | PUB | 1 | 1 | 1 | 1 | 4 | 4 | 3 | 1 | 1 | 1 | 2 | 2 | 2 | 1 | 1 | 1
EXO-12-037 | PUB | 1 | 1 | 1 | 1 | 5 | 2 | 1 | 2 | 1 | 1 | 19 | 11 | 11 | 10 | 5 | 5
EXO-12-038 | PUB | 1 | 1 | 1 | 1 | 5 | 1 | 1 | 2 | 1 | 1 | 9 | 5 | 5 | 5 | 2 | 2
EXO-12-039 | Inactive | 0 | 0 | 1 | 1 | 4 | 1 | 1 | 2 | 2 | 2 | 4 | 4 | 4 | 2 | 2 | 2
EXO-12-040 | Started | - | - | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
EXO-12-041 | PUB | 1 | 1 | 1 | 0 | 5 | 1 | 1 | 1 | 1 | 1 | 4 | 3 | 1 | 3 | 2 | 1
EXO-12-042 | PAS-only-PUB | 1 | 1 | 1 | 0 | 4 | 4 | 4 | 1 | 1 | 0 | 3 | 3 | 0 | 1 | 1 | 0
EXO-12-043 | PUB | 0 | 0 | 1 | 0 | 5 | 2 | 2 | 1 | 1 | 0 | 4 | 4 | 0 | 1 | 1 | 0
EXO-12-044 | SUPERSEDED | - | - | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
EXO-12-045 | PAS-only-PUB | 0 | 0 | 1 | 0 | 4 | 1 | 1 | 1 | 1 | 1 | 8 | 8 | 2 | 5 | 5 | 2
EXO-12-046 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 1 | 0 | 1 | 1 | 1 | 3 | 1 | 1 | 3 | 1 | 1
EXO-12-047 | PUB | 1 | 1 | 0 | 0 | 5 | 4 | 3 | 1 | 1 | 1 | 12 | 6 | 5 | 9 | 6 | 5
EXO-12-048 | PUB | 0 | 0 | 1 | 1 | 5 | 2 | 1 | 1 | 0 | 0 | 13 | 4 | 4 | 10 | 4 | 4
EXO-12-049 | PUB | 0 | 0 | 1 | 1 | 5 | 3 | 2 | 1 | 0 | 0 | 9 | 3 | 3 | 5 | 2 | 2
EXO-12-050 | PUB | 0 | 0 | 1 | 1 | 5 | 2 | 1 | 1 | 0 | 0 | 6 | 4 | 4 | 4 | 2 | 2
EXO-12-051 | PUB | 0 | 0 | 1 | 1 | 4 | 2 | 1 | 1 | 1 | 0 | 5 | 4 | 3 | 3 | 2 | 1
EXO-12-052 | PUB | 0 | 0 | 1 | 1 | 5 | 3 | 3 | 1 | 0 | 0 | 15 | 11 | 11 | 5 | 3 | 3
