 Analysis code | AN Notes | # Authors | # Authors from USA | Institutes | # Institutes | # Insitutes from USA
HIN-14-012 | CMS AN-2014/037 | 3 | 1 | RICE, VINCA | 2 | 1
HIN-14-013 | CMS AN-2014/042 | 1 | 0 | #not_found# | 1 | 0
HIN-14-014 | CMS AN-2014/054 | 2 | 1 | KANSAS-UNIV, #not_found# | 2 | 1
HIN-14-015 | CMS AN-2013/317 | 4 | 2 | CERN, MIT | 2 | 1
HIN-14-016 | CMS AN-2014/082, CMS AN-2015/159 | 20 | 14 | SKK-UNIV, CHICAGO, CERN, #not_found#, TAIPEI-NTU, MIT | 6 | 2
HIN-15-001 | CMS AN-2015/028, CMS AN-2013/377 | 8 | 1 | MUMBAI-BARC, UCDAVIS, CERN, POLYTECHNIQUE, CHONNAM, #not_found# | 6 | 1
HIN-15-002 | CMS AN-2013/310, CMS AN-2014/123 | 4 | 0 | CHUNGLI-NCU, #not_found# | 2 | 0
HIN-15-003 | CMS AN-2012/140, CMS AN-2011/535, CMS AN-2012/088, CMS AN-2015/024, CMS AN-2013/016 | 21 | 4 | BOLOGNA, HEPHY, CALTECH, LIP, ZURICH-ETH, MARYLAND, #not_found# | 7 | 2
HIN-15-004 | CMS AN-2015/019 | 5 | 3 | SKK-UNIV, MIT, #not_found# | 3 | 1
HIN-15-005 | CMS AN-2015/021 | 10 | 9 | FLORIDA-UNIV, SKK-UNIV, PURDUE, CHICAGO, POLYTECHNIQUE, BEIJING-IHEP, MIT | 7 | 4
HIN-15-006 | CMS AN-2014/228 | 6 | 7 | NORTHWESTERN, RICE, VANDERBILT | 3 | 3
HIN-15-007 | CMS AN-2014/271 | 1 | 0 | #not_found# | 1 | 0
HIN-15-008 | CMS AN-2015/060 | 2 | 2 | BRUXELLES-ULB, KANSAS-UNIV | 2 | 1
HIN-15-009 | CMS AN-2016/037, CMS AN-2015/066 | 6 | 8 | NORTHWESTERN, RICE | 2 | 2
HIN-15-010 | CMS AN-2015/092 | 2 | 1 | RICE, VINCA | 2 | 1
HIN-15-011 | CMS AN-2015/090 | 3 | 3 | CHICAGO | 1 | 1
HIN-15-012 | CMS AN-2015/167 | 4 | 2 | CHICAGO, POLYTECHNIQUE, PURDUE | 3 | 2
HIN-15-013 | CMS AN-2015/257 | 2 | 2 | MIT | 1 | 1
HIN-15-014 | CMS AN-2015/326 | 6 | 7 | NORTHWESTERN, BRUXELLES-ULB, RICE, KANSAS-UNIV | 4 | 3
HIN-15-015 | CMS AN-2015/187 | 8 | 8 | FLORIDA-UNIV, SKK-UNIV, VANDERBILT, MIT | 4 | 3
HIN-16-001 | CMS AN-2015/308 | 6 | 7 | FLORIDA-UNIV, SKK-UNIV, MIT, PURDUE | 4 | 3
HIN-16-002 | CMS AN-2016/054 | 7 | 4 | SKK-UNIV, MIT, KOREA-UNIV | 3 | 1
HIN-16-003 | CMS AN-2016/087 | 1 | 1 | CERN, SKK-UNIV, MIT | 3 | 1
HIN-16-004 | CMS AN-2016/067, CMS AN-2016/048 | 27 | 5 | KYUNGPOOK, MUMBAI-BARC, UCDAVIS, CERN, SEOUL-SNU, MIT, POLYTECHNIQUE, CHONNAM, KOREA-UNIV | 9 | 2
HIN-16-005 | CMS AN-2016/041 | 7 | 4 | PURDUE, #not_found#, RUTGERS, POLYTECHNIQUE, CHICAGO | 5 | 3
HIN-16-006 | CMS AN-2016/107, CMS AN-2016/069 | 6 | 1 | CERN, #not_found#, MIT | 3 | 1
HIN-16-007 | CMS AN-2016/084 | 11 | 11 | FLORIDA-UNIV, SKK-UNIV, PURDUE, BRUXELLES-ULB, KANSAS-UNIV, BEIJING-IHEP, MIT | 7 | 4
HIN-16-008 | CMS AN-2016/048, CMS AN-2016/063 | 26 | 5 | KYUNGPOOK, MUMBAI-BARC, UCDAVIS, CERN, SEOUL-SNU, KOREA-UNIV, #not_found#, POLYTECHNIQUE, CHONNAM, SEOUL-HANYANG, MIT | 11 | 2
HIN-16-009 | CMS AN-2016/099 | 2 | 2 | RICE | 1 | 1
HIN-16-010 | CMS AN-2016/037, CMS AN-2015/066 | 6 | 8 | NORTHWESTERN, RICE | 2 | 2
HIN-16-011 | CMS AN-2015/155 | 8 | 6 | FLORIDA-UNIV, SKK-UNIV, SEOUL-SNU, MIT, ADANA-CUKUROVA, CHONNAM, KOREA-UNIV | 7 | 2
HIN-16-012 | CMS AN-2016/066 | 7 | 7 | VANDERBILT, MIT | 2 | 2
HIN-16-013 | CMS AN-2016/001 | 3 | 3 | VANDERBILT | 1 | 1
HIN-16-014 | CMS AN-2016/082, CMS AN-2016/054 | 18 | 13 | CERN, SKK-UNIV, MIT, KOREA-UNIV | 4 | 1
HIN-16-015 | CMS AN-2016/101 | 3 | 0 | MUMBAI-BARC, POLYTECHNIQUE | 2 | 0
HIN-16-016 | CMS AN-2016/270 | 5 | 5 | SKK-UNIV, MIT, PURDUE | 3 | 2
HIN-16-017 | CMS AN-2016/281 | 3 | 3 | RICE | 1 | 1
HIN-16-018 | CMS AN-2016/294 | 10 | 8 | KANSAS-UNIV, RICE, VANDERBILT, VINCA, BRUXELLES-ULB | 5 | 3
HIN-16-019 | CMS AN-2016/095 | 5 | 3 | KANSAS-UNIV, MOSCOW-MSU, BRUXELLES-ULB | 3 | 1
HIN-16-020 | CMS AN-2016/298 | 10 | 8 | CERN, #not_found#, MIT, CHICAGO | 4 | 2
HIN-16-021 | CMS AN-2015/142, CMS AN-2016/427 | 20 | 5 | BUDAPEST, KARLSRUHE-IEKP, CERN, RIO-CBPF, SKK-UNIV, #not_found#, POLYTECHNIQUE, MIT, DESY | 9 | 1
HIN-16-022 | CMS AN-2016/370 | 4 | 5 | NORTHWESTERN, BRUXELLES-ULB, RICE, KANSAS-UNIV | 4 | 3
HIN-16-023 | CMS AN-2016/354 | 5 | 1 | CHONNAM, SEOUL-HANYANG, KOREA-UNIV, UCDAVIS | 4 | 1
HIN-16-024 | CMS AN-2016/420 | 3 | 0 | CERN, BEIJING-IHEP | 2 | 0
HIN-16-025 | CMS AN-2016/292 | 6 | 0 | POLYTECHNIQUE, #not_found# | 2 | 0
JME-07-001 | CMS AN-2007/041 | 24 | 18 | FLORIDA-UNIV, SUNY-BUFFALO, ROCHESTER, KARLSRUHE-IEKP, CHICAGO, CORNELL, SACLAY, OHIO-STATE, VANDERBILT, ROCKEFELLER, CALTECH, BOGAZICI, WAYNE, TEXAS-TAMU, GHENT, BROWN-UNIV, UCRIVERSIDE, #not_found#, FERMILAB | 19 | 14
JME-07-002 | CMS AN-2007/055, CMS AN-2008/031, CMS AN-2008/003 | 26 | 4 | BRUSSEL-VUB, KARLSRUHE-IEKP, FERMILAB, #not_found# | 4 | 1
JME-07-003 | CMS AN-2008/001, CMS AN-2008/002 | 28 | 20 | PURDUE, ROCHESTER, TEXAS-TECH, CHICAGO, ZURICH-ETH, ATHENS-NTUA, ROCKEFELLER, NEBRASKA, ADANA-CUKUROVA, #not_found#, FERMILAB | 11 | 7
JME-08-001 | CMS AN-2008/041 | 1 | 0 | GHENT, PISA | 2 | 0
JME-08-002 | CMS AN-2008/084 | 1 | 0 | PERUGIA | 1 | 0
JME-08-003 | CMS AN-2008/031 | 2 | 1 | #not_found#, FERMILAB | 2 | 1
JME-09-001 | CMS AN-2008/069 | 2 | 2 | JOHNS-HOPKINS, SUNY-BUFFALO | 2 | 2
JME-09-002 | CMS AN-2009/031 | 15 | 4 | CHANDIGARH, LYON, CHICAGO, MOSCOW-MSU, LONDON-IC, #not_found#, NISER, MIT, FERMILAB | 9 | 3
JME-09-003 | CMS AN-2009/035 | 4 | 3 | MARYLAND, ZAGREB-RUDJER, ROCHESTER, SUNY-BUFFALO | 4 | 3
JME-09-004 |  | 0 | 0 |  | 0 | 0
JME-09-005 | CMS AN-2009/004 | 2 | 0 | CERN, KARLSRUHE-IEKP | 2 | 0
JME-09-006 | CMS AN-2008/089 | 1 | 1 | CERN, BROWN-UNIV | 2 | 1
JME-09-007 | CMS AN-2009/061, CMS AN-2009/046 | 7 | 4 | #not_found#, TEXAS-TECH, CHICAGO | 3 | 2
JME-09-008 | CMS AN-2009/087 | 2 | 1 | ROCHESTER, #not_found# | 2 | 1
JME-09-009 |  | 0 | 0 |  | 0 | 0
JME-09-010 | CMS AN-2008/089, CMS AN-2009/022 | 17 | 15 | CERN, #not_found#, UCSB, UCSD, BROWN-UNIV, MIT, FERMILAB | 7 | 5
JME-10-001 | CMS AN-2010/009, CMS AN-2010/019 | 15 | 3 | CHANDIGARH, LONDON-IC, ROCHESTER, ZURICH-ETH, ATHENS-NTUA, ATHENS, SUNY-BUFFALO, HELSINKI-UNIV, #not_found# | 9 | 2
JME-10-002 | CMS AN-2010/028, CMS AN-2010/029, CMS AN-2010/025 | 49 | 37 | FLORIDA-UNIV, BAYLOR-UNIV, ZAGREB-RUDJER, CHICAGO, CALTECH, ZURICH-ETH, PEKING-UNIV, ROMA-1, VANDERBILT, MIT, CERN, UCSB, UCSD, RUTGERS, MARYLAND, BRUSSEL-VUB, UCRIVERSIDE, #not_found#, FERMILAB, TEXAS-TAMU | 20 | 13
JME-10-003 | CMS AN-2010/139, CMS AN-2010/121, CMS AN-2010/134, CMS AN-2010/104, CMS AN-2010/151, CMS AN-2010/141 | 29 | 10 | CHANDIGARH, LONDON-IC, ROCHESTER, TEXAS-TECH, HAMBURG-UNIV, ROMA-1, ZURICH-UNIV, ROCKEFELLER, BOGAZICI, TEXAS-TAMU, ZURICH-ETH, CHONNAM, AACHEN-1, #not_found#, MINNESOTA, SEOUL-UNIV | 16 | 5
JME-10-004 | CMS AN-2010/133, CMS AN-2010/131, CMS AN-2010/110, CMS AN-2010/111, CMS AN-2010/219, CMS AN-2010/025, CMS AN-2010/180, CMS AN-2010/165, CMS AN-2010/142 | 33 | 17 | KYUNGPOOK, FLORIDA-UNIV, ZAGREB-RUDJER, OHIO-STATE, ROMA-1, TEXAS-TECH, CORNELL, HAMBURG-UNIV, PEKING-UNIV, HEPHY, LIVERMORE, CERN, FLORIDA-FIU, UCSD, CALTECH, MARYLAND, BRUSSEL-VUB, AACHEN-1, #not_found#, FERMILAB | 20 | 10
JME-10-005 | CMS AN-2010/132, CMS AN-2010/133, CMS AN-2010/131, CMS AN-2010/118, CMS AN-2010/202, CMS AN-2010/197 | 29 | 5 | KYUNGPOOK, DESY, TEXAS-TECH, CORNELL, HAMBURG-UNIV, PEKING-UNIV, MADRID-CIEMAT, SACLAY, ZURICH-ETH, CERN, BEIJING-IHEP, BRUSSEL-VUB, AACHEN-1, #not_found#, PADOVA | 15 | 2
JME-10-006 | CMS AN-2010/015, CMS AN-2010/079 | 13 | 0 | PISA, ZURICH-UNIV, LOUVAIN, GHENT, BRUSSEL-VUB, #not_found# | 6 | 0
JME-10-007 | CMS AN-2010/183 | 1 | 0 | #not_found# | 1 | 0
JME-10-008 | CMS AN-2010/181, CMS AN-2010/070, CMS AN-2010/072, CMS AN-2010/179 | 25 | 7 | NORTHWESTERN, LYON, TEXAS-TECH, TRIESTE, CHANDIGARH, MOSCOW-MSU, LONDON-IC, CHUNGLI-NCU, CARNEGIE-MELLON, MOSCOW-ITEP, TIFR-B, BROWN-UNIV, #not_found#, FERMILAB | 14 | 5
JME-10-009 | CMS AN-2011/041, CMS AN-2010/408, CMS AN-2010/400, CMS AN-2010/366, CMS AN-2010/111, CMS AN-2010/354, CMS AN-2010/383, CMS AN-2010/359, CMS AN-2010/142, CMS AN-2010/398 | 55 | 29 | OHIO-STATE, CORNELL, VANDERBILT, FLORIDA-FIU, POLYTECHNIQUE, BROWN-UNIV, KANSAS-STATE, MILANO-BICOCCA, CHICAGO, MIT, MARYLAND, TORINO, UCRIVERSIDE, FERMILAB, FLORIDA-UNIV, CHANDIGARH, LIVERMORE, ROCHESTER, PRINCETON, BAYLOR-UNIV, TEXAS-TAMU, LYON, CERN, ZURICH-ETH, PURDUE, UCLA, UCSB, BRUSSEL-VUB, #not_found# | 29 | 20
JME-10-010 | CMS AN-2010/139, CMS AN-2010/304 | 9 | 2 | ZURICH-ETH, ROMA-1, BOGAZICI, HELSINKI-UNIV, #not_found#, TEXAS-TAMU | 6 | 1
JME-10-011 | CMS AN-2011/068, CMS AN-2011/004, CMS AN-2011/106, CMS AN-2011/105 | 23 | 9 | KARLSRUHE-IEKP, CERN, ZURICH-ETH, ROMA-1, SUNY-BUFFALO, CORNELL, BOGAZICI, HELSINKI-UNIV, TIFR-B, #not_found#, FERMILAB, TEXAS-TAMU | 12 | 4
JME-10-012 |  | 0 | 0 |  | 0 | 0
JME-10-013 | CMS AN-2010/330 | 35 | 19 | LYON, STRASBOURG, UCDAVIS, CERN, GENOVA, AACHEN-3A, SUNY-BUFFALO, FLORIDA-TECH, CORNELL, RUTGERS, JOHNS-HOPKINS, HAMBURG-UNIV, MARYLAND, BRUSSEL-VUB, UCRIVERSIDE, #not_found#, FERMILAB | 17 | 9
JME-10-014 | CMS AN-2010/371, CMS AN-2010/341, CMS AN-2010/421, CMS AN-2011/004 | 16 | 2 | CHANDIGARH, ROCHESTER, HAMBURG-UNIV, ROMA-1, ROCKEFELLER, HELSINKI-UNIV, ZURICH-ETH, AACHEN-1, #not_found# | 9 | 2
JME-12-001 | CMS AN-2012/074 | 2 | 0 | ZURICH-ETH, #not_found# | 2 | 0
JME-12-002 | CMS AN-2012/337, CMS AN-2012/226, CMS AN-2012/306, CMS AN-2012/341, CMS AN-2012/333 | 11 | 4 | DESY, CERN, ZURICH-ETH, PEKING-UNIV, FLORIDA-STATE, TALLINN, MARYLAND, #not_found# | 8 | 2
JME-13-001 | CMS AN-2012/424 | 2 | 0 | SANTANDER, #not_found# | 2 | 0
JME-13-002 | CMS AN-2012/281 | 8 | 1 | CHANDIGARH, ZURICH-ETH, ROMA-1, PISA, #not_found#, GHENT, TAIPEI-NTU, MIT | 8 | 1
JME-13-003 | CMS AN-2013/373, CMS AN-2013/311, CMS AN-2012/226, CMS AN-2013/233, CMS AN-2013/173 | 15 | 7 | DESY, BEIJING-THU, CERN, FLORIDA-STATE, CORNELL, MARYLAND, #not_found# | 7 | 3
JME-13-004 | CMS AN-2014/040, CMS AN-2014/009, CMS AN-2013/125, CMS AN-2013/179, CMS AN-2011/352, CMS AN-2013/416, CMS AN-2013/012, CMS AN-2015/023 | 35 | 11 | HELSINKI-UNIV, LYON, KARLSRUHE-IEKP, CORNELL, HAMBURG-UNIV, ROMA-1, MINNESOTA, SUNY-BUFFALO, CERN, TEXAS-TAMU, #not_found#, DESY | 12 | 4
JME-13-005 | CMS AN-2013/186 | 5 | 0 | CERN, ZURICH-ETH, #not_found#, MILANO-BICOCCA | 4 | 0
JME-13-006 | CMS AN-2013/072 | 3 | 3 | JOHNS-HOPKINS, ZURICH-UNIV, FERMILAB | 3 | 2
JME-13-007 | CMS AN-2013/029 | 14 | 9 | UCDAVIS, CORNELL, HAMBURG-UNIV, SUNY-BUFFALO, RUTGERS, JOHNS-HOPKINS | 6 | 5
JME-14-001 | CMS AN-2014/130, CMS AN-2014/175 | 14 | 5 | LYON, KARLSRUHE-IEKP, MILANO-BICOCCA, CERN, PEKING-UNIV, SUNY-BUFFALO, TIFR-A, UCRIVERSIDE, #not_found#, FERMILAB, UCSD | 11 | 4
JME-14-002 | CMS AN-2014/178, CMS AN-2014/153, CMS AN-2014/174 | 41 | 27 | NORTHWESTERN, CERN, NOTRE_DAME, ZURICH-UNIV, MIT, PISA, UCSD, SUNY-BUFFALO, #not_found#, FERMILAB, PADOVA | 11 | 6
JME-14-003 |  | 0 | 0 |  | 0 | 0
JME-14-004 |  | 0 | 0 |  | 0 | 0
JME-14-005 | CMS AN-2014/222 | 6 | 0 | MOSCOW-ITEP, MOSCOW-MSU, LONDON-IC, #not_found# | 4 | 0
JME-14-006 |  | 0 | 0 |  | 0 | 0
JME-14-007 |  | 0 | 0 |  | 0 | 0
JME-15-001 |  | 0 | 0 |  | 0 | 0
JME-15-002 | CMS AN-2015/067, CMS AN-2015/001 | 4 | 0 | HAMBURG-UNIV, #not_found# | 2 | 0
JME-16-001 | CMS AN-2016/116, CMS AN-2016/311, CMS AN-2016/344, CMS AN-2016/334, CMS AN-2016/316 | 13 | 6 | HAMBURG-UNIV, LYON, ROMA-1, TEXAS-TAMU, SUNY-BUFFALO | 5 | 2
JME-16-002 | CMS AN-2016/069 | 4 | 1 | CERN, MIT, #not_found# | 3 | 1
JME-16-003 | CMS AN-2016/215, CMS AN-2016/288, CMS AN-2015/269, CMS AN-2016/248, CMS AN-2016/234 | 28 | 7 | ATHENS-NTUA, DESY, GHENT, CERN, ZURICH-ETH, PEKING-UNIV, ROMA-1, ZURICH-UNIV, SUNY-BUFFALO, PUERTO_RICO, PERUGIA, HEPHY, BEIJING-IHEP, ATHENS, MARYLAND, MIT, #not_found#, FERMILAB | 18 | 5
JME-16-004 | CMS AN-2015/157, CMS AN-2015/158 | 2 | 0 | #not_found# | 1 | 0
LUM-12-001 | CMS AN-2012/174 | 8 | 6 | CERN, NORTHWESTERN, WISCONSIN, PRINCETON | 4 | 3
LUM-12-002 |  | 0 | 0 |  | 0 | 0
LUM-12-003 | CMS AN-2012/304 | 1 | 0 | CERN | 1 | 0
LUM-12-004 |  | 0 | 0 |  | 0 | 0
LUM-13-001 | CMS AN-2012/174, CMS AN-2012/304 | 9 | 6 | CERN, NORTHWESTERN, WISCONSIN, PRINCETON | 4 | 3
LUM-13-002 | CMS AN-2013/270 | 7 | 5 | #not_found#, WISCONSIN, KARLSRUHE-IEKP, PRINCETON | 4 | 2
LUM-13-003 | CMS AN-2013/296, CMS DP-2013/023 | 1 | 1 | FERMILAB | 1 | 1
LUM-15-001 | CMS AN-2016/004, CMS AN-2015/301 | 10 | 6 | DESY, PRINCETON, CERN, MIT, #not_found#, PADOVA | 6 | 2
LUM-16-001 | CMS AN-2016/184 | 4 | 2 | TRIESTE, MIT, LOUVAIN, PRINCETON | 4 | 2
LUM-17-001 | CMS AN-2016/421 | 8 | 4 | DESY, PRINCETON, CERN, TRIESTE, TENNESSEE, LOUVAIN, MIT | 7 | 3
MUO-08-001 | CMS AN-2008/097 | 34 | 19 | TORINO, WARSAW-IEP, PRINCETON, CERN, BOLOGNA, PURDUE, NORTHEASTERN, #not_found#, CALTECH, UCSB, UCSD, MARYLAND, DUBNA, SEOUL-HANYANG, MIT, FERMILAB | 16 | 9
MUO-08-002 |  | 0 | 0 |  | 0 | 0
MUO-08-003 | CMS AN-2008/098 | 11 | 9 | PURDUE, CERN, TORINO, UCSB, UCSD, MIT, FERMILAB | 7 | 5
MUO-08-004 |  | 0 | 0 |  | 0 | 0
MUO-08-005 |  | 0 | 0 |  | 0 | 0
MUO-09-001 | CMS AN-2009/102 | 16 | 9 | KYUNGPOOK, FLORIDA-UNIV, KARLSRUHE-IEKP, PURDUE, CORNELL, PRINCETON, UCLA, TEXAS-TAMU, BEIJING-IHEP, #not_found# | 10 | 6
MUO-10-001 | CMS AN-2009/190, CMS AN-2010/011, CMS AN-2010/013, CMS AN-2009/102 | 38 | 18 | KYUNGPOOK, FLORIDA-UNIV, KARLSRUHE-IEKP, PURDUE, CORNELL, BOLOGNA, PRINCETON, UCLA, CERN, UCSD, SANTANDER, TEXAS-TAMU, BEIJING-IHEP, #not_found#, PADOVA | 15 | 7
MUO-10-002 | CMS AN-2010/211 | 1 | 0 | #not_found# | 1 | 0
MUO-10-003 |  | 0 | 0 |  | 0 | 0
MUO-10-004 | CMS AN-2010/059, CMS AN-2011/166, CMS AN-2010/105, CMS AN-2011/084 | 18 | 5 | NORTHEASTERN, DESY, UCDAVIS, CERN, ZURICH-ETH, TORINO, MADRID-CIEMAT, JOHNS-HOPKINS, TEXAS-TAMU, #not_found#, PADOVA | 11 | 4
MUO-11-001 | CMS AN-2011/316 | 5 | 1 | BOLOGNA, #not_found#, MADRID-CIEMAT, UCLA, GHENT | 5 | 1
MUO-13-001 | CMS AN-2012/482 | 5 | 0 | KYUNGPOOK, SKK-UNIV, SEOUL-HANYANG, #not_found# | 4 | 0
MUO-16-001 |  | 0 | 0 |  | 0 | 0
PFT-08-001 | CMS AN-2008/043 | 1 | 0 | #not_found# | 1 | 0
PFT-09-001 | CMS AN-2009/039 | 1 | 0 | #not_found# | 1 | 0
PFT-09-004 |  | 0 | 0 |  | 0 | 0
PFT-09-005 |  | 0 | 0 |  | 0 | 0
PFT-10-001 | CMS AN-2010/031, CMS AN-2010/034 | 20 | 6 | LYON, WISCONSIN, PURDUE, CERN, ZURICH-ETH, MILANO-BICOCCA, UCLA, SEOUL-HANYANG, HELSINKI-UNIV, CHICAGO, UCRIVERSIDE, #not_found#, POLYTECHNIQUE | 13 | 5
PFT-10-002 | CMS AN-2010/154 | 12 | 2 | LYON, WARSAW-IEP, STRASBOURG, MILANO-BICOCCA, CERN, ZURICH-ETH, CHICAGO, POLYTECHNIQUE, UCRIVERSIDE, #not_found#, HELSINKI-UNIV | 11 | 2
PFT-10-003 | CMS AN-2010/210, CMS AN-2010/034 | 19 | 5 | LYON, OHIO-STATE, WARSAW-IEP, PURDUE, CERN, ZURICH-ETH, ROMA-1, UCLA, POLYTECHNIQUE, MILANO-BICOCCA, SEOUL-HANYANG, #not_found#, FERMILAB | 13 | 4
PFT-10-004 | CMS AN-2010/082, CMS AN-2010/192, CMS AN-2010/099, CMS AN-2010/207 | 9 | 4 | WISCONSIN, UCDAVIS, CORNELL, UCLA, TALLINN, #not_found# | 6 | 4
PFT-10-005 |  | 0 | 0 |  | 0 | 0
PFT-11-001 |  | 0 | 0 |  | 0 | 0
PPD-14-001 |  | 0 | 0 |  | 0 | 0
PPD-14-002 |  | 0 | 0 |  | 0 | 0
PPD-14-003 |  | 0 | 0 |  | 0 | 0
PPD-14-004 |  | 0 | 0 |  | 0 | 0
PPD-14-005 |  | 0 | 0 |  | 0 | 0
PPD-15-001 |  | 0 | 0 |  | 0 | 0
PPS-17-001 | CMS AN-2016/481 | 5 | 1 | RIO-UERJ, TORINO, LIP, KANSAS-UNIV | 4 | 1
PPS-17-002 | CMS AN-2017/008 | 3 | 3 | KANSAS-UNIV | 1 | 1
PRF-12-001 |  | 0 | 0 |  | 0 | 0
PRF-13-001 |  | 0 | 0 |  | 0 | 0
PRF-14-001 |  | 0 | 0 |  | 0 | 0
QCD-07-001 | CMS AN-2007/021 | 2 | 0 | #not_found# | 1 | 0
QCD-07-002 | CMS AN-2007/017 | 3 | 3 | CHICAGO | 1 | 1
QCD-07-003 | CMS AN-2007/034 | 4 | 1 | PERUGIA, FLORIDA-UNIV, #not_found# | 3 | 1
QCD-08-001 | CMS AN-2009/033, CMS AN-2009/058, CMS AN-2009/034 | 14 | 2 | CHANDIGARH, KARLSRUHE-IEKP, PRINCETON, ATHENS-NTUA, #not_found#, FERMILAB | 6 | 2
QCD-08-002 | CMS AN-2008/030 | 2 | 0 | #not_found# | 1 | 0
QCD-08-003 | CMS AN-2008/027 | 3 | 0 | CERN, ZURICH-ETH, KARLSRUHE-IEKP | 3 | 0
QCD-08-004 | CMS AN-2008/018 | 2 | 0 | #not_found# | 1 | 0
QCD-08-005 | CMS AN-2008/024 | 3 | 3 | ROCHESTER, ROCKEFELLER, CHICAGO | 3 | 3
QCD-09-001 | CMS AN-2009/073 | 3 | 0 | #not_found# | 1 | 0
QCD-09-002 | CMS AN-2009/076 | 6 | 3 | #not_found#, MIT, KOREA-UNIV | 3 | 1
QCD-09-003 | CMS AN-2009/104 | 3 | 2 | #not_found#, TEXAS-TECH, CHICAGO | 3 | 2
QCD-09-004 | CMS AN-2009/161 | 2 | 4 | ROCHESTER, FERMILAB | 2 | 2
QCD-09-005 |  | 0 | 0 |  | 0 | 0
QCD-09-006 | CMS AN-2009/145, CMS AN-2009/070 | 0 | 3 | KYUNGPOOK, ADANA-CUKUROVA, ATHENS-NTUA, TEXAS-TECH, FERMILAB | 5 | 2
QCD-09-007 |  | 0 | 0 |  | 0 | 0
QCD-09-008 |  | 0 | 0 |  | 0 | 0
QCD-09-009 |  | 0 | 0 |  | 0 | 0
QCD-09-010 | CMS AN-2009/182 | 17 | 8 | ANTWERPEN, BUDAPEST, CERN, SKK-UNIV, KOREA-UNIV, #not_found#, RICE, SEOUL-HANYANG, MIT | 9 | 2
QCD-10-001 | CMS AN-2010/018 | 16 | 6 | FLORIDA-UNIV, CHANDIGARH, CHICAGO, KANSAS-UNIV, UCSD, TIFR-B, GHENT, TAIPEI-NTU, #not_found# | 9 | 4
QCD-10-002 | CMS AN-2010/012 | 5 | 5 | RICE, MIT, CHICAGO | 3 | 3
QCD-10-003 | CMS AN-2010/054 | 4 | 0 | #not_found# | 1 | 0
QCD-10-004 | CMS AN-2010/095 | 6 | 0 | ANTWERPEN, #not_found# | 2 | 0
QCD-10-005 | CMS AN-2010/103 | 11 | 1 | CORNELL, HAMBURG-UNIV, CERN, KARLSRUHE-IEKP, #not_found# | 5 | 1
QCD-10-006 | CMS AN-2010/069 | 13 | 7 | BUDAPEST, CERN, SKK-UNIV, KOREA-UNIV, #not_found#, RICE, MIT | 7 | 2
QCD-10-007 | CMS AN-2010/144, CMS AN-2010/084 | 5 | 4 | #not_found#, MIT, COLORADO, TEXAS-TAMU | 4 | 3
QCD-10-008 | CMS AN-2010/117 | 7 | 4 | SKK-UNIV, RICE, MIT, #not_found# | 4 | 2
QCD-10-009 |  | 0 | 0 |  | 0 | 0
QCD-10-010 | CMS AN-2010/112 | 10 | 3 | FLORIDA-UNIV, CHANDIGARH, CHICAGO, UCSD, TAIPEI-NTU, #not_found# | 6 | 3
QCD-10-011 | CMS AN-2010/109, CMS AN-2010/107, CMS AN-2010/087, CMS AN-2010/128 | 33 | 6 | LONDON-IC, TENNESSEE, FLORIDA-FIU, KARLSRUHE-IEKP, HAMBURG-UNIV, ATHENS-NTUA, MOSCOW-MSU, PISA, BANGALORE-IISC, ATHENS, BOGAZICI, BOSTON-UNIV, HEPHY, UCSD, ZURICH-ETH, #not_found#, FERMILAB, HELSINKI-UNIV | 18 | 5
QCD-10-012 | CMS AN-2010/092 | 3 | 0 | IOANNINA, #not_found# | 2 | 0
QCD-10-013 | CMS AN-2010/127, CMS AN-2010/100 | 7 | 1 | CERN, ZURICH-ETH, KARLSRUHE-IEKP, TIFR-B, UCLA | 5 | 1
QCD-10-014 | CMS AN-2010/098, CMS AN-2010/123 | 12 | 4 | CHICAGO, BAYLOR-UNIV, MOSCOW-MSU, ROCKEFELLER, MOSCOW-ITEP, ADANA-CUKUROVA, #not_found#, FERMILAB | 8 | 4
QCD-10-015 | CMS AN-2010/125, CMS AN-2010/124 | 8 | 5 | ZURICH-UNIV, NEBRASKA, #not_found#, TEXAS-TECH, CHICAGO | 5 | 3
QCD-10-016 | CMS AN-2010/348 | 6 | 3 | ZURICH-UNIV, NEBRASKA, AACHEN-3A, KARLSRUHE-IEKP, CHICAGO | 5 | 2
QCD-10-017 | CMS AN-2010/108 | 19 | 10 | KYUNGPOOK, LYON, ATHENS-NTUA, ROCHESTER, TEXAS-TECH, CERN, RAL, BAYLOR-UNIV, ANKARA-METU, RUTGERS, BOSTON-UNIV, ADANA-CUKUROVA, IOWA, MARYLAND, BROWN-UNIV, #not_found#, FERMILAB | 17 | 9
QCD-10-018 | CMS AN-2010/126 | 12 | 6 | ROCHESTER, KARLSRUHE-IEKP, ATHENS-NTUA, ANKARA-METU, BOSTON-UNIV, ADANA-CUKUROVA, #not_found#, FERMILAB | 8 | 3
